,customer,recency,frequency,monetary,country
2034,14295,0,1,166.2,United Kingdom
2035,14360,22,4,2118.03,United Kingdom
2036,14550,1,2,757.37,United Kingdom
2037,14672,11,2,765.55,United Kingdom
2038,14873,17,1,519.68,United Kingdom
2039,15380,6,5,1690.26,United Kingdom
2040,15579,0,2,327.6,United Kingdom
2041,15620,16,3,1553.18,United Kingdom
2042,15777,4,4,1047.11,United Kingdom
2043,16009,3,4,972.11,United Kingdom
2044,16034,3,3,437.7,United Kingdom
2045,16258,4,5,5203.51,United Kingdom
2046,16617,12,1,151.85,United Kingdom
2047,16711,8,5,1651.03,United Kingdom
2048,16793,17,1,243.84,United Kingdom
2049,17173,0,8,3766.6,United Kingdom
2050,17431,0,1,403.3,United Kingdom
2051,12612,4,1,704.04,Germany
2052,12988,10,1,505.82,United Kingdom
2053,13078,0,26,12627.94,United Kingdom
2054,13155,9,4,971.76,United Kingdom
2055,13435,4,7,3809.89,United Kingdom
2056,13963,7,4,664.54,United Kingdom
2057,14173,1,4,450.84,United Kingdom
2058,14331,3,2,462.66,United Kingdom
2059,14987,6,2,326.4,United Kingdom
2060,15313,9,1,52.0,United Kingdom
2061,15654,0,2,922.53,United Kingdom
2062,16143,7,6,2424.94,United Kingdom
2063,16904,0,16,3653.75,United Kingdom
2064,17656,3,5,1674.69,United Kingdom
2065,18078,5,2,336.13,United Kingdom
2066,18205,4,2,517.36,United Kingdom
2067,12822,0,2,948.88,United Kingdom
2068,12931,0,15,42055.96,United Kingdom
2069,13311,18,2,598.57,United Kingdom
2070,14753,17,1,563.15,United Kingdom
2071,14897,12,4,1366.38,United Kingdom
2072,14898,2,6,1269.31,United Kingdom
2073,15399,9,3,815.77,United Kingdom
2074,15433,13,2,533.3,United Kingdom
2075,15526,24,2,148.44,United Kingdom
2076,15671,9,7,2657.13,United Kingdom
2077,16092,0,3,817.86,United Kingdom
2078,16126,0,4,6287.77,United Kingdom
2079,16279,12,3,1502.78,United Kingdom
2080,16367,28,2,800.67,United Kingdom
2081,16480,5,1,769.29,United Kingdom
2082,16527,11,1,228.06,United Kingdom
2083,17591,3,7,2203.67,United Kingdom
2084,17870,1,12,1865.89,United Kingdom
2085,17892,16,3,244.1,United Kingdom
2086,12379,8,2,852.24,Belgium
2087,12518,7,5,2056.89,Germany
2088,13012,0,8,1646.84,United Kingdom
2089,13092,0,5,477.83,United Kingdom
2090,13322,8,1,199.48,United Kingdom
2091,13551,6,1,91.8,United Kingdom
2092,13564,12,3,1724.67,United Kingdom
2093,13667,17,1,299.05,United Kingdom
2094,13753,5,1,741.26,United Kingdom
2095,14129,6,5,1123.86,United Kingdom
2096,14271,2,1,112.32,United Kingdom
2097,14512,9,2,275.28,United Kingdom
2098,14719,1,5,1581.84,United Kingdom
2099,14836,1,3,102.45,United Kingdom
2100,15215,6,3,734.94,United Kingdom
2101,15717,11,1,150.3,United Kingdom
2102,16007,7,4,1693.81,United Kingdom
2103,16036,9,2,758.92,United Kingdom
2104,16298,11,3,598.2,United Kingdom
2105,17088,0,4,1991.01,United Kingdom
2106,17440,24,3,186.42,United Kingdom
2107,17548,10,1,103.3,United Kingdom
2108,17658,16,2,595.42,United Kingdom
2109,17863,0,6,3160.0,United Kingdom
2110,18217,0,2,621.75,United Kingdom
2111,12787,0,3,463.66,Netherlands
2112,13186,0,3,1575.89,United Kingdom
2113,13233,4,2,605.12,United Kingdom
2114,13238,1,4,700.73,United Kingdom
2115,13370,392,1,754.87,United Kingdom
2116,13450,11,6,2043.72,United Kingdom
2117,13482,9,1,184.64,United Kingdom
2118,13695,4,15,2504.13,United Kingdom
2119,13740,17,1,350.75,United Kingdom
2120,14426,0,10,4481.67,United Kingdom
2121,14520,8,2,270.6,United Kingdom
2122,14607,5,14,16209.5,United Kingdom
2123,15154,5,1,254.28,United Kingdom
2124,15156,22,3,961.49,United Kingdom
2125,15178,6,1,40.5,United Kingdom
2126,15213,5,2,328.35,United Kingdom
2127,16306,12,6,632.27,United Kingdom
2128,16611,24,1,129.49,United Kingdom
2129,16900,7,3,887.11,United Kingdom
2130,17011,21,1,270.9,United Kingdom
2131,17034,5,3,745.52,United Kingdom
2132,17035,22,2,433.53,United Kingdom
2133,17800,9,9,1187.21,United Kingdom
2134,17848,7,9,901.2,United Kingdom
2135,12539,3,4,5568.35,Spain
2136,12571,0,2,519.61,France
2137,12633,3,4,2163.98,Germany
2138,12736,19,1,234.0,France
2139,13718,13,2,306.55,United Kingdom
2140,14039,24,1,152.2,United Kingdom
2141,14440,2,5,2357.68,United Kingdom
2142,15656,2,4,748.5,United Kingdom
2143,15843,21,1,118.95,United Kingdom
2144,16172,13,5,1140.21,United Kingdom
2145,16407,0,10,2079.68,United Kingdom
2146,16550,2,5,2298.97,United Kingdom
2147,16624,4,2,810.57,United Kingdom
2148,16794,1,10,1196.5,United Kingdom
2149,17068,0,21,4552.14,United Kingdom
2150,17243,3,26,8540.05,United Kingdom
2151,12388,5,6,2780.66,Australia
2152,12493,3,2,433.74,France
2153,12534,29,1,1089.18,Germany
2154,12621,0,20,13689.67,Germany
2155,13348,24,1,233.76,United Kingdom
2156,13481,0,5,1804.56,United Kingdom
2157,13635,27,1,1071.03,United Kingdom
2158,13686,20,1,72.0,United Kingdom
2159,14059,12,1,183.6,United Kingdom
2160,14068,7,1,265.85,United Kingdom
2161,14573,3,9,1639.82,United Kingdom
2162,14646,0,73,280206.03,Netherlands
2163,14665,14,5,1835.7,United Kingdom
2164,14690,4,2,355.05,United Kingdom
2165,15266,25,1,119.3,United Kingdom
2166,15308,20,1,310.47,United Kingdom
2167,15948,3,2,955.24,United Kingdom
2168,16399,10,2,408.02,United Kingdom
2169,16569,24,1,124.2,United Kingdom
2170,17374,25,2,495.77,United Kingdom
2171,17434,0,7,2373.82,United Kingdom
2172,17881,22,1,133.35,United Kingdom
2173,12418,11,1,668.58,Switzerland
2174,12532,21,1,349.83,France
2175,12586,8,1,196.94,Italy
2176,12620,5,3,1339.41,France
2177,13230,4,14,2755.63,United Kingdom
2178,13240,3,4,663.65,United Kingdom
2179,13563,8,2,777.53,United Kingdom
2180,13668,1,21,6309.83,United Kingdom
2181,13928,1,4,464.57,United Kingdom
2182,15078,2,32,9743.11,United Kingdom
2183,15149,1,1,520.8,United Kingdom
2184,15184,20,2,402.2,United Kingdom
2185,15576,28,1,921.37,United Kingdom
2186,15985,13,2,1142.42,United Kingdom
2187,16091,5,2,315.06,United Kingdom
2188,16438,3,5,798.35,United Kingdom
2189,16923,0,19,7069.08,United Kingdom
2190,17214,10,6,1059.12,United Kingdom
2191,17865,4,20,10526.32,United Kingdom
2192,12378,28,1,4008.62,Switzerland
2193,12441,387,1,173.55,France
2194,12581,0,1,197.71,Germany
2195,12617,20,1,352.98,France
2196,13364,1,1,134.96,United Kingdom
2197,13774,11,1,345.0,United Kingdom
2198,14395,8,9,3479.91,United Kingdom
2199,14406,18,1,156.75,United Kingdom
2200,14457,28,1,113.64,United Kingdom
2201,14666,15,1,195.25,United Kingdom
2202,15484,8,4,3590.41,United Kingdom
2203,15603,8,1,48.48,United Kingdom
2204,15721,2,1,471.4,United Kingdom
2205,16025,20,1,439.66,United Kingdom
2206,16441,9,2,381.2,United Kingdom
2207,16735,8,5,2247.41,United Kingdom
2208,16788,0,2,594.39,United Kingdom
2209,16990,25,1,179.0,United Kingdom
2210,17042,3,5,1036.58,United Kingdom
2211,17379,2,1,389.72,United Kingdom
2212,17764,10,2,772.55,United Kingdom
2213,17786,4,2,266.85,United Kingdom
2214,12363,8,2,552.0,Unspecified
2215,12700,22,4,4939.99,France
2216,12772,19,1,892.47,Portugal
2217,12838,24,2,671.95,United Kingdom
2218,12950,15,3,1843.0,United Kingdom
2219,12970,9,4,405.47,United Kingdom
2220,13507,6,4,2479.16,United Kingdom
2221,13780,8,2,360.01,United Kingdom
2222,14272,0,2,437.96,United Kingdom
2223,14834,1,6,1720.3,United Kingdom
2224,15042,6,1,135.93,United Kingdom
2225,15089,1,6,2420.84,United Kingdom
2226,15167,7,1,158.8,United Kingdom
2227,15903,0,7,5126.76,United Kingdom
2228,16010,22,3,392.4,United Kingdom
2229,16170,2,6,1885.05,United Kingdom
2230,16202,381,1,365.27,United Kingdom
2231,16518,2,2,484.32,United Kingdom
2232,16803,25,1,332.3,United Kingdom
2233,17443,26,1,534.24,Canada
2234,18250,28,1,349.27,United Kingdom
2235,12478,24,1,680.99,Greece
2236,12947,11,6,1603.99,United Kingdom
2237,12995,15,1,211.32,United Kingdom
2238,13283,19,2,93.66,United Kingdom
2239,13343,15,1,353.43,United Kingdom
2240,13365,24,2,2225.37,United Kingdom
2241,13379,4,3,572.56,United Kingdom
2242,13881,1,20,17159.52,United Kingdom
2243,13922,372,1,172.25,United Kingdom
2244,14222,15,1,683.17,United Kingdom
2245,14817,7,2,1110.34,United Kingdom
2246,15674,0,5,2446.6,United Kingdom
2247,16215,10,1,242.35,United Kingdom
2248,16216,13,1,914.93,United Kingdom
2249,16418,3,3,631.12,United Kingdom
2250,16633,0,6,2883.1,United Kingdom
2251,16986,20,2,1873.2,United Kingdom
2252,17085,17,5,1562.4,United Kingdom
2253,17930,0,5,1740.48,United Kingdom
2254,13268,0,11,3174.75,United Kingdom
2255,13826,14,1,189.5,United Kingdom
2256,13931,25,2,1237.53,United Kingdom
2257,14048,23,1,409.93,United Kingdom
2258,14484,10,1,321.92,United Kingdom
2259,14794,0,7,1319.91,United Kingdom
2260,15068,2,2,553.36,United Kingdom
2261,15970,21,1,314.1,United Kingdom
2262,16884,28,2,429.84,United Kingdom
2263,17428,1,28,17256.85,United Kingdom
2264,13319,2,26,10845.55,United Kingdom
2265,13474,13,1,226.84,United Kingdom
2266,13806,23,1,256.38,United Kingdom
2267,13860,5,5,1245.9,United Kingdom
2268,14107,5,7,2703.23,United Kingdom
2269,14159,0,11,4630.35,United Kingdom
2270,14497,27,1,475.37,United Kingdom
2271,15022,2,4,852.39,United Kingdom
2272,15063,20,1,370.8,United Kingdom
2273,15118,2,1,244.8,United Kingdom
2274,16127,0,1,656.25,United Kingdom
2275,16128,7,5,1880.22,United Kingdom
2276,16282,26,1,168.3,United Kingdom
2277,16309,5,2,706.57,United Kingdom
2278,16434,0,7,1511.8,United Kingdom
2279,17027,2,6,877.56,United Kingdom
2280,17128,21,1,157.09,United Kingdom
2281,17461,13,3,735.82,United Kingdom
2282,17579,5,3,448.9,United Kingdom
2283,17595,3,2,386.69,United Kingdom
2284,17727,6,1,1060.25,United Kingdom
2285,12488,0,3,1298.66,France
2286,13244,22,1,121.74,United Kingdom
2287,14146,0,5,4191.0,United Kingdom
2288,14386,14,1,142.4,United Kingdom
2289,14768,8,2,192.6,United Kingdom
2290,14796,5,17,7975.49,United Kingdom
2291,14842,3,4,2824.69,United Kingdom
2292,14912,7,2,867.85,Italy
2293,14937,16,3,1621.88,Channel Islands
2294,15079,2,4,895.61,United Kingdom
2295,15527,2,8,2428.53,United Kingdom
2296,16414,12,2,126.25,United Kingdom
2297,16647,7,2,214.06,United Kingdom
2298,16681,0,6,1770.34,United Kingdom
2299,17197,20,1,1013.01,United Kingdom
2300,17580,0,3,215.72,United Kingdom
2301,12480,11,4,3281.63,Germany
2302,12627,1,7,4478.53,Germany
2303,12957,0,8,4017.54,United Kingdom
2304,13135,3,1,3096.0,United Kingdom
2305,13362,0,4,3090.74,United Kingdom
2306,13651,0,2,94.2,United Kingdom
2307,13662,5,3,881.26,United Kingdom
2308,13755,0,9,2108.06,United Kingdom
2309,14071,2,8,1437.57,United Kingdom
2310,14335,7,2,454.86,Germany
2311,14383,1,3,1247.69,United Kingdom
2312,14851,2,2,511.35,United Kingdom
2313,15265,12,2,1506.12,United Kingdom
2314,15743,7,4,775.96,United Kingdom
2315,16690,2,2,225.58,United Kingdom
2316,17146,4,3,749.78,United Kingdom
2317,17339,24,2,243.36,United Kingdom
2318,17381,9,29,20275.61,United Kingdom
2319,17799,1,10,3039.17,United Kingdom
2320,18260,10,6,2628.35,United Kingdom
2321,12703,1,1,283.55,Germany
2322,13083,5,2,303.75,United Kingdom
2323,13614,2,4,1585.46,United Kingdom
2324,13821,7,2,385.64,United Kingdom
2325,13952,15,2,3251.07,United Kingdom
2326,14196,5,1,335.52,United Kingdom
2327,14504,5,4,673.26,United Kingdom
2328,14539,4,2,537.48,United Kingdom
2329,14705,5,1,179.0,United Kingdom
2330,14737,24,3,1164.55,United Kingdom
2331,15005,0,28,6295.37,United Kingdom
2332,16105,25,1,336.96,United Kingdom
2333,16750,3,5,623.93,United Kingdom
2334,17320,0,3,1200.62,United Kingdom
2335,17458,6,1,316.5,United Kingdom
2336,17576,3,19,3564.83,United Kingdom
2337,17711,1,2,385.1,United Kingdom
2338,12676,0,6,1331.39,Sweden
2339,13115,2,4,2294.78,United Kingdom
2340,13710,22,1,180.48,United Kingdom
2341,13882,2,5,1191.13,United Kingdom
2342,13899,7,2,388.52,United Kingdom
2343,13976,13,1,357.98,United Kingdom
2344,14211,2,9,2241.1,United Kingdom
2345,14601,1,1,213.96,United Kingdom
2346,14778,26,2,730.86,United Kingdom
2347,15344,4,3,563.94,United Kingdom
2348,15422,10,2,97.7,United Kingdom
2349,15444,0,2,1411.21,United Kingdom
2350,15796,2,8,2708.61,United Kingdom
2351,16217,12,2,304.25,United Kingdom
2352,16531,4,7,1244.59,United Kingdom
2353,16734,12,3,646.76,United Kingdom
2354,17278,18,1,246.04,United Kingdom
2355,17365,0,8,4767.36,United Kingdom
2356,17495,28,2,497.56,United Kingdom
2357,17534,13,1,223.36,United Kingdom
2358,18112,3,2,352.69,United Kingdom
2359,18184,6,1,49.8,United Kingdom
2360,18249,8,1,95.34,United Kingdom
2361,12449,13,4,4067.29,Belgium
2362,12464,1,8,1212.05,Belgium
2363,12546,6,2,1161.5,Spain
2364,12592,20,2,437.6,Germany
2365,13350,7,2,979.12,United Kingdom
2366,13610,3,7,1082.33,United Kingdom
2367,14076,28,1,118.67,United Kingdom
2368,14682,8,2,52.0,United Kingdom
2369,14722,15,1,180.42,United Kingdom
2370,14792,23,1,6.2,United Kingdom
2371,15406,19,2,510.71,United Kingdom
2372,15679,15,4,781.28,United Kingdom
2373,16211,18,1,547.02,United Kingdom
2374,16603,4,2,482.47,United Kingdom
2375,17578,25,1,143.46,United Kingdom
2376,17725,0,11,3439.08,United Kingdom
2377,18181,15,1,366.85,United Kingdom
2378,12541,11,3,981.18,Spain
2379,12550,9,1,964.83,Spain
2380,13124,19,3,3756.33,United Kingdom
2381,13636,3,5,949.12,United Kingdom
2382,14130,6,1,480.91,United Kingdom
2383,14305,1,3,1858.96,United Kingdom
2384,14929,23,1,223.88,United Kingdom
2385,15120,1,1,358.82,United Kingdom
2386,15210,2,1,331.18,United Kingdom
2387,15498,3,27,13316.4,United Kingdom
2388,16173,4,6,1418.32,United Kingdom
2389,16378,14,3,362.95,United Kingdom
2390,16432,24,1,287.4,United Kingdom
2391,16650,1,1,518.42,United Kingdom
2392,16667,2,2,567.18,United Kingdom
2393,16701,3,13,5398.3,United Kingdom
2394,17123,29,1,345.3,United Kingdom
2395,12540,0,17,13400.24,Spain
2396,13663,17,1,189.47,United Kingdom
2397,13809,23,1,155.05,Cyprus
2398,14021,2,3,631.9,United Kingdom
2399,14247,24,1,136.77,United Kingdom
2400,14594,28,2,363.33,United Kingdom
2401,14700,15,3,2195.1,United Kingdom
2402,14739,10,7,3902.28,United Kingdom
2403,14901,0,9,1421.29,United Kingdom
2404,15227,2,5,1219.4,United Kingdom
2405,15287,0,2,486.69,United Kingdom
2406,16107,2,7,3204.16,United Kingdom
2407,16287,7,1,142.5,United Kingdom
2408,16496,3,3,1599.52,United Kingdom
2409,16674,14,2,304.24,United Kingdom
2410,16692,2,2,1276.0,United Kingdom
2411,16789,29,1,80.8,United Kingdom
2412,16892,6,5,518.19,United Kingdom
2413,16996,15,6,1456.96,United Kingdom
2414,17530,3,10,2367.12,United Kingdom
2415,17738,10,4,1879.05,United Kingdom
2416,18189,7,2,1090.24,United Kingdom
2417,12545,5,2,1000.39,Spain
2418,12625,6,2,2683.82,Germany
2419,12831,8,1,215.05,United Kingdom
2420,13391,10,1,59.8,United Kingdom
2421,13527,4,7,2242.36,United Kingdom
2422,14057,0,17,6211.66,United Kingdom
2423,14697,25,2,188.61,United Kingdom
2424,15087,27,1,306.94,United Kingdom
2425,15142,6,1,498.74,United Kingdom
2426,15214,1,8,1661.44,United Kingdom
2427,15434,6,5,1041.48,United Kingdom
2428,15680,0,3,1333.68,United Kingdom
2429,16050,11,1,137.9,United Kingdom
2430,16108,14,1,842.5,United Kingdom
2431,16208,4,2,664.26,United Kingdom
2432,16384,9,2,584.5,United Kingdom
2433,16669,8,3,1348.88,United Kingdom
2434,16725,3,7,758.27,United Kingdom
2435,16814,0,21,6416.7,United Kingdom
2436,17022,22,1,71.0,United Kingdom
2437,17406,20,3,2184.42,United Kingdom
2438,17523,2,4,652.74,United Kingdom
2439,12758,15,2,2791.59,Portugal
2440,12845,8,4,354.09,United Kingdom
2441,12944,26,2,604.51,United Kingdom
2442,13082,0,9,3613.63,United Kingdom
2443,13327,5,8,3627.77,United Kingdom
2444,13599,1,21,5149.92,United Kingdom
2445,13656,2,2,379.65,United Kingdom
2446,13705,12,3,711.86,United Kingdom
2447,14027,20,1,104.82,United Kingdom
2448,14553,10,5,859.27,United Kingdom
2449,14748,19,5,1415.75,United Kingdom
2450,14878,3,9,1476.09,United Kingdom
2451,15665,6,2,2222.21,United Kingdom
2452,15756,20,4,528.01,United Kingdom
2453,16528,24,1,244.41,United Kingdom
2454,16881,26,1,432.0,United Kingdom
2455,16936,16,1,261.9,United Kingdom
2456,17086,9,6,2050.08,United Kingdom
2457,18013,23,2,187.29,United Kingdom
2458,12577,26,3,626.6,France
2459,13064,3,4,1105.59,United Kingdom
2460,13140,7,3,422.47,United Kingdom
2461,13151,13,1,1257.87,United Kingdom
2462,13187,24,1,236.02,United Kingdom
2463,13606,20,3,276.75,United Kingdom
2464,13704,3,9,2308.06,United Kingdom
2465,14923,10,1,749.1,United Kingdom
2466,15160,378,1,158.16,United Kingdom
2467,15220,7,6,1778.96,United Kingdom
2468,15448,0,1,494.64,United Kingdom
2469,16124,4,1,249.0,United Kingdom
2470,16850,20,1,332.41,United Kingdom
2471,16852,1,2,144.91,United Kingdom
2472,16898,15,3,501.03,United Kingdom
2473,17133,6,7,4892.24,United Kingdom
2474,17616,0,3,571.2,United Kingdom
2475,17664,9,2,604.64,United Kingdom
2476,17891,0,1,203.86,United Kingdom
2477,12728,1,4,836.33,France
2478,13102,1,24,6424.09,United Kingdom
2479,13569,8,2,338.62,United Kingdom
2480,13819,6,3,1140.35,United Kingdom
2481,14189,1,15,4654.08,United Kingdom
2482,14981,23,1,102.12,United Kingdom
2483,15006,11,1,480.38,United Kingdom
2484,15158,5,1,401.4,United Kingdom
2485,15358,3,22,8347.2,United Kingdom
2486,15396,11,1,288.18,United Kingdom
2487,16059,0,6,1453.16,United Kingdom
2488,16161,5,19,5533.67,United Kingdom
2489,16729,0,21,7205.33,United Kingdom
2490,16758,25,1,369.34,United Kingdom
2491,17122,18,1,138.32,United Kingdom
2492,17232,5,2,417.77,United Kingdom
2493,17338,8,8,6493.54,United Kingdom
2494,17432,9,2,365.76,United Kingdom
2495,17667,16,5,2055.51,United Kingdom
2496,17887,28,1,111.35,United Kingdom
2497,17912,28,5,310.06,United Kingdom
2498,18136,6,3,784.33,United Kingdom
2499,12690,12,1,389.01,France
2500,12942,0,3,675.6,United Kingdom
2501,13011,393,1,50.55,United Kingdom
2502,13173,25,2,353.65,United Kingdom
2503,13396,6,2,1360.99,United Kingdom
2504,13525,5,2,628.78,United Kingdom
2505,14127,2,3,709.71,United Kingdom
2506,14971,3,3,1097.98,United Kingdom
2507,15107,17,6,319.5,United Kingdom
2508,15269,14,1,408.8,United Kingdom
2509,15597,26,1,324.57,United Kingdom
2510,15821,4,2,570.96,United Kingdom
2511,16239,16,2,414.2,United Kingdom
2512,16430,17,1,300.85,United Kingdom
2513,16709,6,5,3029.87,United Kingdom
2514,16710,4,10,2467.99,United Kingdom
2515,17686,7,7,5739.46,United Kingdom
2516,17758,9,8,3408.2,United Kingdom
2517,12637,9,8,6002.9,France
2518,13462,29,1,151.5,United Kingdom
2519,13715,25,5,1077.39,United Kingdom
2520,14206,16,1,328.16,United Kingdom
2521,14238,13,1,146.85,United Kingdom
2522,14341,0,8,2166.98,United Kingdom
2523,14424,8,1,322.08,United Kingdom
2524,14566,9,1,1432.0,Channel Islands
2525,14661,17,1,107.95,United Kingdom
2526,15143,2,1,259.45,United Kingdom
2527,15185,0,1,310.62,United Kingdom
2528,15300,24,1,496.44,United Kingdom
2529,15541,13,1,85.13,United Kingdom
2530,15762,7,2,583.75,United Kingdom
2531,16233,1,3,536.68,United Kingdom
2532,16567,1,2,865.6,United Kingdom
2533,16639,12,3,1257.51,United Kingdom
2534,17047,12,3,1100.9,United Kingdom
2535,17090,4,7,1974.65,United Kingdom
2536,12415,10,21,124914.53,Australia
2537,13062,29,1,346.98,United Kingdom
2538,13709,0,13,6307.65,United Kingdom
2539,13759,1,2,659.41,United Kingdom
2540,13889,22,1,416.9,United Kingdom
2541,14083,1,9,1002.9,United Kingdom
2542,14116,10,5,1382.74,United Kingdom
2543,14362,13,1,151.5,United Kingdom
2544,14443,6,4,1420.2,United Kingdom
2545,14506,0,5,1960.65,United Kingdom
2546,14530,8,6,2862.11,United Kingdom
2547,14631,10,3,1006.98,United Kingdom
2548,15140,5,7,2354.25,United Kingdom
2549,15201,11,5,1236.54,United Kingdom
2550,15910,3,8,1228.88,United Kingdom
2551,16163,9,2,856.6,United Kingdom
2552,16426,6,10,1863.76,United Kingdom
2553,17096,6,4,1022.13,United Kingdom
2554,17252,15,2,348.91,United Kingdom
2555,17552,1,4,930.41,United Kingdom
2556,17604,0,2,309.36,United Kingdom
2557,17867,6,6,1157.87,United Kingdom
2558,18120,21,1,111.15,United Kingdom
2559,18202,6,3,1396.99,United Kingdom
2560,12383,15,5,1850.56,Belgium
2561,12645,3,4,1775.18,Germany
2562,13014,1,10,3466.28,United Kingdom
2563,13189,9,2,260.68,United Kingdom
2564,13479,7,2,300.95,United Kingdom
2565,14442,3,2,1589.82,Channel Islands
2566,14866,1,12,14389.9,United Kingdom
2567,15099,14,1,410.48,United Kingdom
2568,15392,18,4,1535.53,United Kingdom
2569,15669,0,4,684.34,United Kingdom
2570,16376,8,2,974.96,United Kingdom
2571,17015,1,3,1838.61,United Kingdom
2572,17139,5,12,10650.77,United Kingdom
2573,17405,2,3,1031.41,United Kingdom
2574,17450,0,46,194390.8,United Kingdom
2575,12818,7,1,1542.08,Austria
2576,12915,16,2,363.65,United Kingdom
2577,13090,4,14,8910.82,United Kingdom
2578,13218,26,1,62.64,United Kingdom
2579,13546,3,3,621.09,United Kingdom
2580,13561,22,1,141.86,United Kingdom
2581,13723,24,1,199.85,United Kingdom
2582,13947,25,1,90.6,United Kingdom
2583,14503,0,6,3543.26,United Kingdom
2584,14651,18,2,653.75,United Kingdom
2585,15021,7,9,1871.77,United Kingdom
2586,15623,9,1,301.03,United Kingdom
2587,16557,5,2,281.85,United Kingdom
2588,16903,20,1,363.2,United Kingdom
2589,17832,9,1,155.37,United Kingdom
2590,18200,5,1,150.35,United Kingdom
2591,12433,0,7,13375.87,Norway
2592,12434,6,2,806.14,Australia
2593,12779,5,8,3981.36,Poland
2594,13159,5,4,1429.35,United Kingdom
2595,13750,8,5,1647.26,United Kingdom
2596,13934,9,1,922.1,United Kingdom
2597,13956,6,5,1019.27,United Kingdom
2598,13978,5,2,196.79,United Kingdom
2599,14227,2,10,3350.96,United Kingdom
2600,14653,0,7,1926.65,United Kingdom
2601,14761,18,2,255.9,United Kingdom
2602,14859,3,4,1353.74,United Kingdom
2603,15030,1,2,518.28,United Kingdom
2604,15373,0,12,2415.91,United Kingdom
2605,15475,7,1,454.11,United Kingdom
2606,15561,2,4,800.59,United Kingdom
2607,15709,29,1,133.25,United Kingdom
2608,15880,390,1,329.03,United Kingdom
2609,16350,12,4,1116.47,United Kingdom
2610,16498,0,2,100.97,United Kingdom
2611,16517,23,1,162.7,United Kingdom
2612,16931,0,21,4554.87,United Kingdom
2613,17061,0,11,5232.23,United Kingdom
2614,17696,6,8,2285.71,United Kingdom
2615,18273,3,3,204.0,United Kingdom
2616,12508,17,2,397.88,France
2617,12689,16,2,1247.61,France
2618,12890,15,1,376.72,United Kingdom
2619,13366,10,1,56.16,United Kingdom
2620,13626,29,1,257.23,United Kingdom
2621,14243,4,10,2588.77,United Kingdom
2622,14623,3,5,886.7,United Kingdom
2623,15054,0,2,302.1,United Kingdom
2624,15095,2,4,1370.6,United Kingdom
2625,15298,0,12,4799.9,United Kingdom
2626,15381,14,2,596.85,United Kingdom
2627,15488,22,1,91.32,United Kingdom
2628,15714,2,2,330.03,United Kingdom
2629,16072,6,1,584.32,United Kingdom
2630,16275,3,1,559.87,United Kingdom
2631,16542,13,1,119.62,United Kingdom
2632,16656,0,15,8625.8,United Kingdom
2633,16727,385,1,256.32,United Kingdom
2634,16778,4,2,245.94,United Kingdom
2635,16938,17,4,2711.68,United Kingdom
2636,17409,22,2,771.85,United Kingdom
2637,17614,17,1,386.32,United Kingdom
2638,18042,13,1,165.05,United Kingdom
2639,12450,11,2,197.88,Spain
2640,12596,11,2,618.27,Spain
2641,12624,5,2,641.13,France
2642,12628,24,3,786.46,Germany
2643,12710,8,3,1149.02,Germany
2644,13298,22,1,360.0,United Kingdom
2645,14201,10,7,747.44,United Kingdom
2646,14233,4,4,1462.72,United Kingdom
2647,14629,7,2,955.26,United Kingdom
2648,14821,387,1,48.8,United Kingdom
2649,15261,3,1,254.82,United Kingdom
2650,15407,21,4,1046.74,United Kingdom
2651,15521,0,8,3000.2,United Kingdom
2652,16403,0,1,177.5,United Kingdom
2653,16427,2,2,241.06,United Kingdom
2654,17670,4,1,205.7,United Kingdom
2655,17719,1,15,5396.04,United Kingdom
2656,17749,2,2,674.52,United Kingdom
2657,17797,13,3,780.43,United Kingdom
2658,17960,9,1,73.78,United Kingdom
2659,18019,11,1,38.45,United Kingdom
2660,18066,5,1,318.0,United Kingdom
2661,18106,16,1,421.9,United Kingdom
2662,18146,8,2,160.35,United Kingdom
2663,12790,0,1,324.92,Netherlands
2664,12802,24,1,427.58,Netherlands
2665,12928,5,5,2062.7,United Kingdom
2666,13121,15,1,283.73,United Kingdom
2667,13475,7,4,1431.78,United Kingdom
2668,13505,0,4,4393.63,Switzerland
2669,13632,2,5,2118.93,United Kingdom
2670,13853,17,1,1090.14,United Kingdom
2671,13885,7,2,506.8,United Kingdom
2672,13941,9,5,5112.96,United Kingdom
2673,14844,14,4,3189.81,United Kingdom
2674,15048,15,4,381.0,United Kingdom
2675,15212,18,1,101.8,United Kingdom
2676,15249,2,13,6688.46,United Kingdom
2677,15845,5,8,3711.77,United Kingdom
2678,16084,17,1,436.18,United Kingdom
2679,16742,6,1,464.9,United Kingdom
2680,17893,2,1,107.21,United Kingdom
2681,18242,2,4,2232.49,United Kingdom
2682,13160,13,1,91.8,United Kingdom
2683,13451,15,5,2898.26,United Kingdom
2684,13590,2,6,1981.92,United Kingdom
2685,13741,1,3,668.43,United Kingdom
2686,14012,23,1,328.8,United Kingdom
2687,15366,5,2,602.51,United Kingdom
2688,15606,6,9,2920.16,United Kingdom
2689,15661,4,2,309.8,United Kingdom
2690,15891,3,1,511.68,United Kingdom
2691,16245,2,3,1413.66,United Kingdom
2692,16302,25,1,233.22,United Kingdom
2693,17343,376,1,193.64,United Kingdom
2694,17747,11,1,71.4,United Kingdom
2695,17857,2,23,26879.04,United Kingdom
2696,12430,3,1,256.4,Norway
