customer,recency,frequency,monetary,country,R,F,M,group,cluster,labels
14176,13,4,576.9,United Kingdom,2,3,2,232,0,NORMAL
14267,0,3,1516.24,United Kingdom,4,3,3,433,0,NORMAL
14312,6,6,1611.59,United Kingdom,3,4,3,343,0,NORMAL
14758,2,4,1484.06,United Kingdom,3,3,3,333,0,NORMAL
15341,10,1,2020.52,United Kingdom,2,2,4,224,0,NORMAL
16037,15,3,855.02,United Kingdom,2,3,3,233,0,NORMAL
16293,9,10,2248.99,United Kingdom,2,4,4,244,0,NORMAL
16454,4,2,6.9,United Kingdom,3,2,1,321,0,NORMAL
16752,393,1,207.5,United Kingdom,1,2,1,121,2,LEFT
17354,10,1,1393.06,United Kingdom,2,2,3,223,0,NORMAL
17597,20,1,2044.37,United Kingdom,1,2,4,124,0,NORMAL
17795,10,2,342.83,United Kingdom,2,2,2,222,0,NORMAL
17880,385,1,458.92,United Kingdom,1,2,2,122,2,LEFT
17920,2,17,4119.5,United Kingdom,3,4,4,344,0,NORMAL
18069,12,5,2009.24,United Kingdom,2,4,4,244,0,NORMAL
18230,0,7,2810.2,United Kingdom,4,4,4,444,0,NORMAL
12455,3,6,2466.86,Cyprus,3,4,4,344,0,NORMAL
13055,8,3,1214.41,United Kingdom,2,3,3,233,0,NORMAL
13167,9,4,791.33,United Kingdom,2,3,3,233,0,NORMAL
13211,1,3,1095.42,United Kingdom,4,3,3,433,0,NORMAL
13212,10,3,786.83,United Kingdom,2,3,3,233,0,NORMAL
13692,13,3,1488.32,United Kingdom,2,3,3,233,0,NORMAL
13950,2,4,745.06,United Kingdom,3,3,3,333,0,NORMAL
14560,0,22,2237.77,United Kingdom,4,4,4,444,0,NORMAL
14772,11,1,139.26,United Kingdom,2,2,1,221,0,NORMAL
14857,16,2,1173.12,United Kingdom,1,2,3,123,0,NORMAL
15437,8,1,200.16,United Kingdom,2,2,1,221,0,NORMAL
15678,12,1,352.7,United Kingdom,2,2,2,222,0,NORMAL
15782,0,3,2614.74,United Kingdom,4,3,4,434,0,NORMAL
16686,1,7,2959.88,United Kingdom,4,4,4,444,0,NORMAL
16866,8,3,207.74,United Kingdom,2,3,1,231,0,NORMAL
16940,7,3,3049.88,United Kingdom,2,3,4,234,0,NORMAL
16989,6,6,1133.25,United Kingdom,3,4,3,343,0,NORMAL
17997,1,8,1962.46,United Kingdom,4,4,4,444,0,NORMAL
18119,388,1,180.7,United Kingdom,1,2,1,121,2,LEFT
18138,13,1,152.65,United Kingdom,2,2,1,221,0,NORMAL
18204,0,3,1975.35,United Kingdom,4,3,4,434,0,NORMAL
18210,0,6,2621.38,United Kingdom,4,4,4,444,0,NORMAL
18281,18,1,80.82,United Kingdom,1,2,1,121,0,NORMAL
12403,9,1,427.7,Denmark,2,2,2,222,0,NORMAL
13227,8,1,257.7,United Kingdom,2,2,1,221,0,NORMAL
13332,5,1,350.9,United Kingdom,3,2,2,322,0,NORMAL
13593,0,5,2011.88,United Kingdom,4,4,4,444,0,NORMAL
13764,0,3,1519.42,United Kingdom,4,3,3,433,0,NORMAL
14218,2,1,169.48,United Kingdom,3,2,1,321,0,NORMAL
14309,6,9,2352.53,United Kingdom,3,4,4,344,0,NORMAL
14710,0,4,599.48,United Kingdom,4,3,2,432,0,NORMAL
14849,5,25,7930.54,United Kingdom,3,4,4,344,0,NORMAL
15016,10,1,170.04,United Kingdom,2,2,1,221,0,NORMAL
15211,20,2,894.41,United Kingdom,1,2,3,123,0,NORMAL
15687,7,9,2993.1,United Kingdom,2,4,4,244,0,NORMAL
15799,5,3,884.14,United Kingdom,3,3,3,333,0,NORMAL
15981,0,8,3408.48,United Kingdom,4,4,4,444,0,NORMAL
16248,21,1,152.94,United Kingdom,1,2,1,121,0,NORMAL
16546,8,2,787.15,United Kingdom,2,2,3,223,0,NORMAL
16616,6,2,500.42,United Kingdom,3,2,2,322,0,NORMAL
16618,5,5,2647.59,United Kingdom,3,4,4,344,0,NORMAL
16654,9,4,601.27,United Kingdom,2,3,2,232,0,NORMAL
16841,5,6,1869.82,United Kingdom,3,4,4,344,0,NORMAL
16855,3,2,328.4,United Kingdom,3,2,2,322,0,NORMAL
16983,3,7,1905.87,United Kingdom,3,4,4,344,0,NORMAL
17490,3,7,2092.32,United Kingdom,3,4,4,344,0,NORMAL
17695,0,2,765.34,United Kingdom,4,2,3,423,0,NORMAL
17827,19,5,1987.33,United Kingdom,1,4,4,144,0,NORMAL
12668,0,4,3807.15,Germany,4,3,4,434,0,NORMAL
12794,13,2,860.41,Portugal,2,2,3,223,0,NORMAL
12939,6,8,11581.8,United Kingdom,3,4,4,344,0,NORMAL
13068,1,2,344.0,United Kingdom,4,2,2,422,0,NORMAL
13165,6,2,1021.48,United Kingdom,3,2,3,323,0,NORMAL
13323,12,5,787.85,United Kingdom,2,4,3,243,0,NORMAL
13352,20,1,397.98,United Kingdom,1,2,2,122,0,NORMAL
13410,4,5,1003.06,United Kingdom,3,4,3,343,0,NORMAL
13448,7,6,3534.69,United Kingdom,2,4,4,244,0,NORMAL
13649,2,2,346.6,United Kingdom,3,2,2,322,0,NORMAL
13744,10,2,1080.52,United Kingdom,2,2,3,223,0,NORMAL
14199,25,1,185.4,United Kingdom,1,2,1,121,0,NORMAL
14910,14,4,434.35,United Kingdom,2,3,2,232,0,NORMAL
15507,9,1,475.86,United Kingdom,2,2,2,222,0,NORMAL
15525,8,3,734.37,United Kingdom,2,3,3,233,0,NORMAL
15951,3,2,708.22,United Kingdom,3,2,3,323,0,NORMAL
16249,5,5,1800.07,United Kingdom,3,4,4,344,0,NORMAL
16471,20,1,223.95,United Kingdom,1,2,1,121,0,NORMAL
17298,0,2,498.42,United Kingdom,4,2,2,422,0,NORMAL
17349,17,1,98.25,United Kingdom,1,2,1,121,0,NORMAL
17387,10,2,746.81,United Kingdom,2,2,3,223,0,NORMAL
17481,6,4,1255.59,United Kingdom,3,3,3,333,0,NORMAL
17590,0,3,1468.02,United Kingdom,4,3,3,433,0,NORMAL
17942,28,1,77.5,United Kingdom,1,2,1,121,0,NORMAL
18142,22,2,1019.52,United Kingdom,1,2,3,123,0,NORMAL
12458,1,2,947.4,Switzerland,4,2,3,423,0,NORMAL
12657,2,4,1643.18,France,3,3,3,333,0,NORMAL
13673,9,2,387.44,United Kingdom,2,2,2,222,0,NORMAL
13846,15,3,865.06,United Kingdom,2,3,3,233,0,NORMAL
14820,5,4,507.29,United Kingdom,3,3,2,332,0,NORMAL
15675,11,3,323.69,United Kingdom,2,3,2,232,0,NORMAL
15754,3,3,458.57,United Kingdom,3,3,2,332,0,NORMAL
16135,8,1,517.55,United Kingdom,2,2,2,222,0,NORMAL
16225,4,5,1096.32,United Kingdom,3,4,3,343,0,NORMAL
16482,6,1,220.62,United Kingdom,3,2,1,321,0,NORMAL
17050,10,6,3185.64,United Kingdom,2,4,4,244,0,NORMAL
17256,0,2,240.0,United Kingdom,4,2,1,421,0,NORMAL
17306,0,19,8631.31,United Kingdom,4,4,4,444,0,NORMAL
17348,1,5,1156.6,United Kingdom,4,4,3,443,0,NORMAL
17905,1,4,798.99,United Kingdom,4,3,3,433,0,NORMAL
12427,12,3,825.8,Germany,2,3,3,233,0,NORMAL
12501,23,1,2169.39,Germany,1,2,4,124,0,NORMAL
12623,22,1,305.1,Germany,1,2,1,121,0,NORMAL
12721,9,6,2656.13,France,2,4,4,244,0,NORMAL
13209,4,8,5891.61,United Kingdom,3,4,4,344,0,NORMAL
13263,0,35,7436.93,United Kingdom,4,4,4,444,0,NORMAL
13309,5,5,1456.79,United Kingdom,3,4,3,343,0,NORMAL
13421,0,2,1833.71,United Kingdom,4,2,4,424,0,NORMAL
13534,1,25,5870.08,United Kingdom,4,4,4,444,0,NORMAL
14868,1,8,2953.59,United Kingdom,4,4,4,444,0,NORMAL
15545,14,2,288.97,United Kingdom,2,2,1,221,0,NORMAL
15625,2,4,1534.26,United Kingdom,3,3,3,333,0,NORMAL
15641,4,4,1887.2,United Kingdom,3,3,4,334,0,NORMAL
15872,5,2,316.25,United Kingdom,3,2,2,322,0,NORMAL
16276,14,1,810.6,United Kingdom,2,2,3,223,0,NORMAL
16556,0,7,3313.79,United Kingdom,4,4,4,444,0,NORMAL
16877,0,6,846.62,United Kingdom,4,4,3,443,0,NORMAL
17030,23,1,146.87,United Kingdom,1,2,1,121,0,NORMAL
17194,19,2,262.62,United Kingdom,1,2,1,121,0,NORMAL
17234,20,1,149.89,United Kingdom,1,2,1,121,0,NORMAL
17418,2,2,463.46,United Kingdom,3,2,2,322,0,NORMAL
17644,6,11,2895.64,United Kingdom,3,4,4,344,0,NORMAL
17921,0,4,820.23,United Kingdom,4,3,3,433,0,NORMAL
18176,379,1,476.35,United Kingdom,1,2,2,122,2,LEFT
12483,0,8,2484.98,Sweden,4,4,4,444,0,NORMAL
12930,8,2,415.8,United Kingdom,2,2,2,222,0,NORMAL
13002,5,1,120.95,United Kingdom,3,2,1,321,0,NORMAL
13402,26,2,621.23,United Kingdom,1,2,2,122,0,NORMAL
14081,20,2,921.62,United Kingdom,1,2,3,123,0,NORMAL
14215,2,6,1789.72,United Kingdom,3,4,4,344,0,NORMAL
14301,16,1,640.14,United Kingdom,1,2,2,122,0,NORMAL
14421,17,2,813.11,United Kingdom,1,2,3,123,0,NORMAL
14745,3,5,1220.26,United Kingdom,3,4,3,343,0,NORMAL
14924,22,1,310.05,United Kingdom,1,2,2,122,0,NORMAL
14957,0,1,58.49,United Kingdom,4,2,1,421,0,NORMAL
15109,22,1,484.95,United Kingdom,1,2,2,122,0,NORMAL
15450,21,1,429.84,United Kingdom,1,2,2,122,0,NORMAL
16193,13,1,314.45,United Kingdom,2,2,2,222,0,NORMAL
16330,8,3,251.91,United Kingdom,2,3,1,231,0,NORMAL
16342,5,4,322.41,United Kingdom,3,3,2,332,0,NORMAL
16456,2,5,2158.18,United Kingdom,3,4,4,344,0,NORMAL
16535,26,1,593.75,United Kingdom,1,2,2,122,0,NORMAL
16836,0,2,251.87,United Kingdom,4,2,1,421,0,NORMAL
17037,17,1,1267.32,United Kingdom,1,2,3,123,0,NORMAL
17082,5,2,2003.85,United Kingdom,3,2,4,324,0,NORMAL
17217,11,1,113.5,United Kingdom,2,2,1,221,0,NORMAL
17376,0,2,203.2,United Kingdom,4,2,1,421,0,NORMAL
17612,11,6,2048.45,United Kingdom,2,4,4,244,0,NORMAL
18017,7,3,523.0,United Kingdom,2,3,2,232,0,NORMAL
18095,0,2,580.05,United Kingdom,4,2,2,422,0,NORMAL
12405,16,1,1710.39,Finland,1,2,4,124,0,NORMAL
12685,5,6,2863.08,France,3,4,4,344,0,NORMAL
12851,26,1,131.81,United Kingdom,1,2,1,121,0,NORMAL
13006,16,1,81.57,United Kingdom,1,2,1,121,0,NORMAL
13176,6,1,481.49,United Kingdom,3,2,2,322,0,NORMAL
13376,10,3,1019.76,United Kingdom,2,3,3,233,0,NORMAL
13411,6,1,213.55,United Kingdom,3,2,1,321,0,NORMAL
13434,4,2,534.24,United Kingdom,3,2,2,322,0,NORMAL
13506,3,2,458.52,United Kingdom,3,2,2,322,0,NORMAL
13815,5,4,4027.36,Germany,3,3,4,334,0,NORMAL
13849,8,2,1537.95,United Kingdom,2,2,3,223,0,NORMAL
14002,2,2,529.73,United Kingdom,3,2,2,322,0,NORMAL
14277,6,3,4188.0,France,3,3,4,334,0,NORMAL
14288,20,1,426.6,United Kingdom,1,2,2,122,0,NORMAL
14639,9,6,2984.49,United Kingdom,2,4,4,244,0,NORMAL
14664,10,2,636.24,United Kingdom,2,2,2,222,0,NORMAL
14727,20,1,268.58,United Kingdom,1,2,1,121,0,NORMAL
14731,7,3,380.02,United Kingdom,2,3,2,232,0,NORMAL
14840,13,1,62.85,United Kingdom,2,2,1,221,0,NORMAL
15251,0,11,10484.99,United Kingdom,4,4,4,444,0,NORMAL
16157,2,3,656.69,United Kingdom,3,3,2,332,0,NORMAL
16484,11,2,404.3,United Kingdom,2,2,2,222,0,NORMAL
16782,1,13,2267.95,United Kingdom,4,4,4,444,0,NORMAL
16897,0,2,289.78,United Kingdom,4,2,1,421,0,NORMAL
17229,10,2,318.76,United Kingdom,2,2,2,222,0,NORMAL
17422,7,6,1979.37,United Kingdom,2,4,4,244,0,NORMAL
17581,8,25,11025.24,United Kingdom,2,4,4,244,0,NORMAL
17828,8,4,1820.09,Malta,2,3,4,234,0,NORMAL
17975,0,13,4483.26,United Kingdom,4,4,4,444,0,NORMAL
18154,3,2,399.19,United Kingdom,3,2,2,322,0,NORMAL
18233,12,1,440.0,United Kingdom,2,2,2,222,0,NORMAL
12514,13,1,1017.68,Italy,2,2,3,223,0,NORMAL
12643,10,6,3344.64,France,2,4,4,244,0,NORMAL
12883,15,4,703.47,United Kingdom,2,3,3,233,0,NORMAL
13325,11,1,675.3,United Kingdom,2,2,3,223,0,NORMAL
13359,23,1,439.56,United Kingdom,1,2,2,122,0,NORMAL
13989,16,2,1266.08,United Kingdom,1,2,3,123,0,NORMAL
14046,2,1,154.99,United Kingdom,3,2,1,321,0,NORMAL
14142,394,1,311.81,United Kingdom,1,2,2,122,2,LEFT
14256,6,2,969.06,United Kingdom,3,2,3,323,0,NORMAL
14795,4,1,131.45,United Kingdom,3,2,1,321,0,NORMAL
14816,4,1,271.85,United Kingdom,3,2,1,321,0,NORMAL
14962,16,1,126.7,United Kingdom,1,2,1,121,0,NORMAL
14966,5,1,183.02,United Kingdom,3,2,1,321,0,NORMAL
15134,2,8,1387.99,United Kingdom,3,4,3,343,0,NORMAL
16448,5,1,182.99,United Kingdom,3,2,1,321,0,NORMAL
16945,1,19,4345.5,United Kingdom,4,4,4,444,0,NORMAL
17212,0,1,226.85,United Kingdom,4,2,1,421,0,NORMAL
17360,8,3,568.24,United Kingdom,2,3,2,232,0,NORMAL
18135,10,5,681.91,United Kingdom,2,4,3,243,0,NORMAL
12588,0,1,214.9,Finland,4,2,1,421,0,NORMAL
12594,0,10,3338.22,Italy,4,4,4,444,0,NORMAL
12683,4,15,8476.57,France,3,4,4,344,0,NORMAL
12752,11,1,4366.78,Norway,2,2,4,224,0,NORMAL
13278,0,1,542.73,United Kingdom,4,2,2,422,0,NORMAL
13495,9,5,2044.87,United Kingdom,2,4,4,244,0,NORMAL
14047,3,5,1308.61,United Kingdom,3,4,3,343,0,NORMAL
14138,22,2,965.88,United Kingdom,1,2,3,123,0,NORMAL
14340,25,1,134.7,United Kingdom,1,2,1,121,0,NORMAL
14487,0,6,1165.48,United Kingdom,4,4,3,443,0,NORMAL
14577,1,4,859.71,United Kingdom,4,3,3,433,0,NORMAL
15281,4,9,2332.15,United Kingdom,3,4,4,344,0,NORMAL
15411,0,4,1348.93,United Kingdom,4,3,3,433,0,NORMAL
15804,0,13,4206.39,United Kingdom,4,4,4,444,0,NORMAL
15863,0,2,68.84,United Kingdom,4,2,1,421,0,NORMAL
16110,5,3,1320.95,United Kingdom,3,3,3,333,0,NORMAL
16447,3,1,255.91,United Kingdom,3,2,1,321,0,NORMAL
16768,2,3,478.09,United Kingdom,3,3,2,332,0,NORMAL
17102,7,1,25.5,United Kingdom,2,2,1,221,0,NORMAL
17460,2,6,622.43,United Kingdom,3,4,2,342,0,NORMAL
17472,6,3,697.54,United Kingdom,3,3,3,333,0,NORMAL
17498,5,1,272.22,United Kingdom,3,2,1,321,0,NORMAL
17838,10,5,2720.8,United Kingdom,2,4,4,244,0,NORMAL
17858,6,12,5140.66,United Kingdom,3,4,4,344,0,NORMAL
12484,0,6,4527.32,Spain,4,4,4,444,0,NORMAL
12507,2,3,1304.81,Spain,3,3,3,333,0,NORMAL
12647,6,12,3722.82,Germany,3,4,4,344,0,NORMAL
12740,23,1,427.6,France,1,2,2,122,0,NORMAL
12878,12,2,854.99,United Kingdom,2,2,3,223,0,NORMAL
12952,3,4,1387.79,United Kingdom,3,3,3,333,0,NORMAL
13032,12,2,1010.18,United Kingdom,2,2,3,223,0,NORMAL
13075,28,1,919.61,United Kingdom,1,2,3,123,0,NORMAL
13658,0,5,2639.17,United Kingdom,4,4,4,444,0,NORMAL
13725,2,8,1980.56,United Kingdom,3,4,4,344,0,NORMAL
14087,23,1,191.47,United Kingdom,1,2,1,121,0,NORMAL
14178,0,7,1600.26,United Kingdom,4,4,3,443,0,NORMAL
14346,15,2,1021.58,United Kingdom,2,2,3,223,0,NORMAL
14696,1,7,2078.95,United Kingdom,4,4,4,444,0,NORMAL
14946,5,1,100.9,United Kingdom,3,2,1,321,0,NORMAL
15605,7,5,1198.23,United Kingdom,2,4,3,243,0,NORMAL
15813,14,2,1303.91,United Kingdom,2,2,3,223,0,NORMAL
15988,10,1,156.78,United Kingdom,2,2,1,221,0,NORMAL
16003,2,5,2735.37,United Kingdom,3,4,4,344,0,NORMAL
16086,6,5,1121.39,United Kingdom,3,4,3,343,0,NORMAL
16281,2,1,2062.06,United Kingdom,3,2,4,324,0,NORMAL
16422,1,51,34684.4,United Kingdom,4,4,4,444,1,HOT
16757,5,1,106.83,United Kingdom,3,2,1,321,0,NORMAL
16955,22,4,518.67,United Kingdom,1,3,2,132,0,NORMAL
16982,20,1,384.06,United Kingdom,1,2,2,122,0,NORMAL
16988,26,1,126.12,United Kingdom,1,2,1,121,0,NORMAL
17002,8,3,1493.73,United Kingdom,2,3,3,233,0,NORMAL
17416,4,7,6893.42,United Kingdom,3,4,4,344,0,NORMAL
12658,9,1,686.05,Germany,2,2,3,223,0,NORMAL
12920,8,1,162.78,United Kingdom,2,2,1,221,0,NORMAL
13107,4,4,1531.62,United Kingdom,3,3,3,333,0,NORMAL
13138,1,6,962.39,United Kingdom,4,4,3,443,0,NORMAL
13669,10,2,218.55,United Kingdom,2,2,1,221,0,NORMAL
13742,0,12,3107.87,United Kingdom,4,4,4,444,0,NORMAL
14022,2,1,440.0,United Kingdom,3,2,2,322,0,NORMAL
14179,0,2,701.57,United Kingdom,4,2,3,423,0,NORMAL
14235,3,5,3144.86,United Kingdom,3,4,4,344,0,NORMAL
14463,8,3,529.62,United Kingdom,2,3,2,232,0,NORMAL
14576,393,1,35.4,United Kingdom,1,2,1,121,2,LEFT
14893,0,2,1237.85,United Kingdom,4,2,3,423,0,NORMAL
14985,5,2,292.01,United Kingdom,3,2,1,321,0,NORMAL
15522,17,2,397.99,United Kingdom,1,2,2,122,0,NORMAL
16380,21,1,1743.15,United Kingdom,1,2,4,124,0,NORMAL
16581,20,1,105.84,United Kingdom,1,2,1,121,0,NORMAL
16873,4,6,7123.62,United Kingdom,3,4,4,344,0,NORMAL
17272,2,4,2148.63,United Kingdom,3,3,4,334,0,NORMAL
17454,0,4,517.53,United Kingdom,4,3,2,432,0,NORMAL
17569,19,1,344.14,United Kingdom,1,2,2,122,0,NORMAL
17676,8,6,1371.18,United Kingdom,2,4,3,243,0,NORMAL
17707,23,2,152.4,United Kingdom,1,3,1,131,0,NORMAL
17846,15,1,2033.1,United Kingdom,2,2,4,224,0,NORMAL
17919,18,1,1304.04,United Kingdom,1,2,3,123,0,NORMAL
17954,0,12,2314.13,United Kingdom,4,4,4,444,0,NORMAL
18114,8,1,220.1,United Kingdom,2,2,1,221,0,NORMAL
18251,17,1,4314.72,United Kingdom,1,2,4,124,0,NORMAL
12528,0,6,1933.48,Germany,4,4,4,444,0,NORMAL
12653,14,2,2209.85,Israel,2,3,4,234,0,NORMAL
12726,2,7,2609.1,France,3,4,4,344,0,NORMAL
12826,1,7,1474.72,United Kingdom,4,4,3,443,0,NORMAL
12886,26,2,1378.4,United Kingdom,1,3,3,133,0,NORMAL
13538,2,7,1280.85,United Kingdom,3,4,3,343,0,NORMAL
14232,2,5,2048.07,United Kingdom,3,4,4,344,0,NORMAL
14285,5,4,1910.01,United Kingdom,3,3,4,334,0,NORMAL
14537,17,1,355.56,United Kingdom,1,2,2,122,0,NORMAL
14883,0,6,761.59,United Kingdom,4,4,3,443,0,NORMAL
15139,16,2,178.96,United Kingdom,1,3,1,131,0,NORMAL
15568,3,3,758.29,United Kingdom,3,3,3,333,0,NORMAL
15787,17,3,933.26,United Kingdom,1,3,3,133,0,NORMAL
15874,2,7,4405.88,United Kingdom,3,4,4,344,0,NORMAL
16186,2,12,4006.94,United Kingdom,3,4,4,344,0,NORMAL
16658,389,1,123.24,United Kingdom,1,2,1,121,2,LEFT
16980,1,2,1028.46,United Kingdom,4,3,3,433,0,NORMAL
17159,5,3,1538.88,United Kingdom,3,3,3,333,0,NORMAL
18122,13,6,1793.06,United Kingdom,2,4,4,244,0,NORMAL
18236,9,6,882.24,United Kingdom,2,4,3,243,0,NORMAL
18262,8,1,149.48,United Kingdom,2,2,1,221,0,NORMAL
12833,13,1,417.38,United Kingdom,2,2,2,222,0,NORMAL
12906,2,5,2919.81,United Kingdom,3,4,4,344,0,NORMAL
13110,3,7,1488.67,United Kingdom,3,4,3,343,0,NORMAL
13137,0,8,3603.29,United Kingdom,4,4,4,444,0,NORMAL
13307,19,1,15.0,United Kingdom,1,2,1,121,0,NORMAL
13467,1,2,1071.91,United Kingdom,4,3,3,433,0,NORMAL
13837,4,2,266.59,United Kingdom,3,3,1,331,0,NORMAL
14379,4,2,348.1,United Kingdom,3,3,2,332,0,NORMAL
14467,0,4,596.26,United Kingdom,4,3,2,432,0,NORMAL
14688,0,21,5579.1,United Kingdom,4,4,4,444,0,NORMAL
15226,28,1,154.41,United Kingdom,1,2,1,121,0,NORMAL
15235,2,12,2247.51,United Kingdom,3,4,4,344,0,NORMAL
15589,1,3,478.53,United Kingdom,4,3,2,432,0,NORMAL
16177,10,1,331.95,United Kingdom,2,2,2,222,0,NORMAL
16790,7,6,1545.62,United Kingdom,2,4,3,243,0,NORMAL
16823,4,1,358.38,United Kingdom,3,2,2,322,0,NORMAL
17079,8,1,118.8,United Kingdom,2,2,1,221,0,NORMAL
17169,17,2,835.78,United Kingdom,1,3,3,133,0,NORMAL
17315,0,38,6281.23,United Kingdom,4,4,4,444,0,NORMAL
17468,1,2,137.0,United Kingdom,4,3,1,431,0,NORMAL
17621,0,3,1379.9,United Kingdom,4,3,3,433,0,NORMAL
18155,5,3,371.62,United Kingdom,3,3,2,332,0,NORMAL
18232,0,4,592.97,United Kingdom,4,3,2,432,0,NORMAL
12352,2,8,2506.04,Norway,3,4,4,344,0,NORMAL
12465,7,2,742.19,Belgium,2,3,3,233,0,NORMAL
12693,6,4,855.91,Germany,3,3,3,333,0,NORMAL
12866,29,1,559.12,Belgium,1,2,2,122,0,NORMAL
13217,0,3,533.98,United Kingdom,4,3,2,432,0,NORMAL
13395,23,1,307.72,United Kingdom,1,2,2,122,0,NORMAL
13519,8,1,122.75,United Kingdom,2,2,1,221,0,NORMAL
14517,9,2,330.45,United Kingdom,2,3,2,232,0,NORMAL
14621,21,5,1788.36,United Kingdom,1,4,4,144,0,NORMAL
14698,6,5,1217.27,United Kingdom,3,4,3,343,0,NORMAL
15123,13,2,2199.31,United Kingdom,2,3,4,234,0,NORMAL
15286,9,1,240.55,United Kingdom,2,2,1,221,0,NORMAL
15316,13,1,165.0,United Kingdom,2,2,1,221,0,NORMAL
15858,6,5,1427.57,United Kingdom,3,4,3,343,0,NORMAL
15864,3,6,1936.32,United Kingdom,3,4,4,344,0,NORMAL
15866,0,1,211.89,United Kingdom,4,2,1,421,0,NORMAL
15869,23,2,149.64,United Kingdom,1,3,1,131,0,NORMAL
15978,7,1,1098.78,United Kingdom,2,2,3,223,0,NORMAL
16324,15,3,408.59,United Kingdom,2,3,2,232,0,NORMAL
16837,4,11,3170.98,United Kingdom,3,4,4,344,0,NORMAL
16872,4,3,680.02,United Kingdom,3,3,3,333,0,NORMAL
13373,20,3,3312.25,United Kingdom,1,3,4,134,0,NORMAL
13867,4,3,1005.09,United Kingdom,3,3,3,333,0,NORMAL
13985,1,15,7060.13,United Kingdom,4,4,4,444,0,NORMAL
14250,19,3,1904.05,United Kingdom,1,3,4,134,0,NORMAL
14357,3,1,225.12,United Kingdom,3,2,1,321,0,NORMAL
15246,15,2,514.15,United Kingdom,2,3,2,232,0,NORMAL
15256,16,1,98.45,United Kingdom,1,2,1,121,0,NORMAL
15271,0,15,2493.34,United Kingdom,4,4,4,444,0,NORMAL
15578,0,1,127.1,United Kingdom,4,2,1,421,0,NORMAL
16139,9,3,635.41,United Kingdom,2,3,2,232,0,NORMAL
16349,8,1,53.5,United Kingdom,2,2,1,221,0,NORMAL
16598,3,1,145.05,United Kingdom,3,2,1,321,0,NORMAL
17671,6,4,1572.71,United Kingdom,3,3,3,333,0,NORMAL
12604,7,2,254.18,France,2,3,1,231,0,NORMAL
12999,3,3,455.88,United Kingdom,3,3,2,332,0,NORMAL
13089,0,97,58762.08,United Kingdom,4,4,4,444,1,HOT
13147,1,4,712.8,United Kingdom,4,3,3,433,0,NORMAL
13296,5,1,87.4,United Kingdom,3,2,1,321,0,NORMAL
13324,0,10,7121.95,United Kingdom,4,4,4,444,0,NORMAL
13464,18,1,674.68,United Kingdom,1,2,3,123,0,NORMAL
13501,6,1,1340.32,Switzerland,3,2,3,323,0,NORMAL
13617,0,3,544.18,United Kingdom,4,3,2,432,0,NORMAL
14073,23,1,151.04,United Kingdom,1,2,1,121,0,NORMAL
14902,16,1,332.66,United Kingdom,1,2,2,122,0,NORMAL
15349,25,2,463.91,United Kingdom,1,3,2,132,0,NORMAL
15424,0,2,383.34,United Kingdom,4,3,2,432,0,NORMAL
15436,3,3,1067.75,United Kingdom,3,3,3,333,0,NORMAL
15555,2,16,4794.86,United Kingdom,3,4,4,344,0,NORMAL
15826,16,3,1654.31,United Kingdom,1,3,3,133,0,NORMAL
15917,24,1,123.1,United Kingdom,1,2,1,121,0,NORMAL
16023,0,3,719.81,United Kingdom,4,3,3,433,0,NORMAL
16162,29,1,37.4,United Kingdom,1,2,1,121,0,NORMAL
16188,3,4,981.86,United Kingdom,3,3,3,333,0,NORMAL
16433,19,1,184.26,United Kingdom,1,2,1,121,0,NORMAL
16504,16,1,465.88,United Kingdom,1,2,2,122,0,NORMAL
16641,4,1,231.1,United Kingdom,3,2,1,321,0,NORMAL
16804,14,3,536.99,United Kingdom,2,3,2,232,0,NORMAL
17375,0,3,400.1,United Kingdom,4,3,2,432,0,NORMAL
17646,26,3,1008.39,United Kingdom,1,3,3,133,0,NORMAL
12361,5,1,189.9,Belgium,3,2,1,321,0,NORMAL
12456,0,3,3181.04,Switzerland,4,3,4,434,0,NORMAL
12616,15,2,713.3,France,2,3,3,233,0,NORMAL
13127,7,1,259.17,United Kingdom,2,2,1,221,0,NORMAL
13512,6,1,251.21,United Kingdom,3,2,1,321,0,NORMAL
13699,23,1,308.58,United Kingdom,1,2,2,122,0,NORMAL
14000,18,1,635.66,United Kingdom,1,2,2,122,0,NORMAL
14024,20,2,327.7,United Kingdom,1,3,2,132,0,NORMAL
14320,13,2,477.79,United Kingdom,2,3,2,232,0,NORMAL
14511,1,5,1314.81,United Kingdom,4,4,3,443,0,NORMAL
14762,9,1,300.52,United Kingdom,2,2,1,221,0,NORMAL
14911,0,201,143711.17,EIRE,4,4,4,444,1,HOT
15472,12,1,371.56,United Kingdom,2,2,2,222,0,NORMAL
15539,28,1,538.46,United Kingdom,1,2,2,122,0,NORMAL
15748,0,1,144.36,United Kingdom,4,2,1,421,0,NORMAL
15791,3,2,1612.69,United Kingdom,3,3,3,333,0,NORMAL
16093,5,1,17.0,United Kingdom,3,2,1,321,0,NORMAL
16169,0,4,1822.97,United Kingdom,4,3,4,434,0,NORMAL
16361,0,4,891.21,United Kingdom,4,3,3,433,0,NORMAL
16570,0,10,3738.4,United Kingdom,4,4,4,444,0,NORMAL
16713,3,15,6910.78,United Kingdom,3,4,4,344,0,NORMAL
16987,2,7,1616.8,United Kingdom,3,4,3,343,0,NORMAL
